ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_TONQM5A,2010-02-26,2011-02-25,Male,47,2010-02-26,2,,As Attached,TOYOTA,Obia/Akpor,Obia-Akpor,Car Plus,1
ID_TOQG8QA,2010-03-07,2011-03-06,Male,35,2010-03-07,1,Saloon,,Honda,,,CarSafe,0
ID_TOSN21O,2010-12-23,2011-10-13,Male,44,2010-12-23,1,,,,,,Car Plus,0
ID_TOUKGQS,2010-07-04,2011-07-03,Male,34,2010-07-04,2,,,TOYOTA,Ikorodu,Lagos,Car Classic,0
ID_TOWEOLA,2010-10-02,2011-10-01,Male,40,2010-10-02,1,,,,,,Car Classic,0
ID_TOWY788,2010-12-22,2011-03-20,Male,40,2010-12-22,2,,,,,,CarFlex,0
ID_TOXQDTY,2010-11-01,2011-10-31,Male,20,2010-11-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TP7O2EY,2010-01-16,2011-01-15,Male,45,2010-01-16,1,,,TOYOTA,Warri Central,Warri-Central,Car Classic,0
ID_TP9DNZQ,2010-12-12,2011-12-11,NO GENDER,32,2010-12-12,1,,,,,,CarSafe,0
ID_TPCREM3,2010-10-25,2011-02-22,Male,30,2010-10-25,1,,,,,,Car Classic,0
ID_TPID4GU,2010-09-13,2011-09-12,Joint Gender,39,2010-09-13,1,,,,,,CarSafe,0
ID_TPLZZ8Z,2010-12-05,2011-12-04,Female,40,2010-12-05,1,,,,,,CarSafe,0
ID_TPQBSU8,2010-05-16,2011-05-15,Female,61,2010-05-16,2,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_TPRMM1F,2010-02-14,2011-02-13,Male,51,2010-02-14,1,Saloon,Grey,TOYOTA,Maryland,Lagos,Car Classic,0
ID_TPSQ6LJ,2010-04-17,2011-04-16,Male,47,2010-04-17,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TPWRLCL,2010-03-04,2011-03-02,Male,33,2010-03-04,1,Saloon,Silver,TOYOTA,,,Car Classic,1
ID_TPXUUU4,2010-11-13,2011-11-12,Male,35,2010-11-13,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TQ46UYC,2010-09-01,2011-08-31,Male,60,2010-09-01,3,JEEP,,TOYOTA,Uvwie,Benue,Car Classic,0
ID_TQQTIK6,2010-05-13,2011-04-10,Female,60,2010-05-13,1,,,TOYOTA,IbadanCentral,Benue,Car Classic,1
ID_TQRLSLU,2010-10-13,2011-08-31,Female,43,2010-10-13,1,Saloon,White,Honda,Victoria Island,Lagos,Customized Motor,0
ID_TQUHT6L,2010-10-07,2011-03-06,Male,36,2010-10-07,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Plus,0
ID_TQV0SQV,2010-12-30,2011-12-29,Male,58,2010-12-30,1,,,,,,CarSafe,0
ID_TQX6ADM,2010-09-20,2011-09-19,,120,2010-09-20,2,,Blue,TOYOTA,,,Car Classic,0
ID_TQZEP6A,2010-03-26,2011-03-25,Male,52,2010-03-26,1,Saloon,Silver,TOYOTA,ISHERI,Benue,Car Classic,1
ID_TR5PSVY,2010-04-17,2011-04-16,Male,62,2010-04-17,3,Saloon,As Attached,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_TRC9CEW,2010-04-08,2011-04-07,Male,56,2010-04-08,2,JEEP,Blue,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_TRCCFO9,2010-07-22,2011-07-21,Male,35,2010-07-22,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TRCCFV3,2010-05-31,2011-04-26,Male,61,2010-05-31,1,Saloon,Grey,Kia,,,Car Classic,1
ID_TRJFLQ2,2010-06-06,2011-06-05,Male,41,2010-06-06,1,Truck,Blue,Mack,Victoria Island,Lagos,CVTP,0
ID_TRLAUZC,2010-08-22,2011-08-21,Male,31,2010-08-22,1,,,,OKOTA,Benue,Car Classic,0
ID_TRLV655,2010-03-30,2011-03-29,Male,44,2010-03-30,1,Saloon,,Kia,Karu,Benue,Car Classic,0
ID_TRN2MJZ,2010-02-19,2011-02-18,Male,36,2010-02-19,1,Saloon,Grey,TOYOTA,Dopemu,Lagos,Car Plus,0
ID_TRNPV1K,2010-03-31,2011-03-30,,120,2010-03-31,2,Saloon,Black,TOYOTA,Maryland,Lagos,Car Classic,0
ID_TRSUWOE,2010-04-29,2011-04-28,Male,20,2010-04-29,1,,,Nissan,Lagos,Lagos,Car Classic,0
ID_TRUWFCU,2010-08-07,2011-07-13,Female,61,2010-08-07,1,,,,OKOTA,Benue,Car Classic,0
ID_TRW6JN3,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,,Honda,Victoria Island,Lagos,Customized Motor,0
ID_TRYZQJV,2010-07-30,2011-07-29,Female,44,2010-07-30,1,JEEP,Silver,Honda,Victoria Island,Lagos,Car Classic,0
ID_TRZNMZS,2010-02-06,2011-02-05,Female,62,2010-02-06,1,Saloon,,TOYOTA,,,Car Classic,0
ID_TS4QMVU,2010-04-27,2011-04-26,Male,45,2010-04-27,1,JEEP,Black,TOYOTA,,,Car Classic,0
ID_TS516XU,2010-04-20,2011-04-19,Male,28,2010-04-20,2,Saloon,Black,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,0
ID_TS5IX7A,2010-01-28,2011-01-27,Female,40,2010-01-28,1,Saloon,,TOYOTA,,,Car Classic,0
ID_TS7806Y,2010-03-27,2011-03-26,Male,42,2010-03-27,1,Saloon,Gold,TOYOTA,OWODE,Benue,Car Classic,0
ID_TS8I2GR,2010-11-07,2011-11-06,Female,40,2010-11-07,1,,,,,,CarSafe,0
ID_TSIAPVB,2010-08-23,2011-08-22,Male,50,2010-08-23,1,,,,,,CarSafe,0
ID_TSOQWTP,2010-05-16,2011-05-15,Female,46,2010-05-16,1,JEEP,,TOYOTA,,,Car Classic,0
ID_TSQ7436,2010-09-05,2011-09-04,Male,39,2010-09-05,1,,,,,,CarSafe,0
ID_TSVCX1J,2010-08-15,2011-08-14,Female,32,2010-08-15,1,Saloon,,TOYOTA,,,Car Classic,0
ID_TSW7Y1X,2010-06-19,2011-06-18,Male,50,2010-06-19,1,Saloon,,TOYOTA,Asa,Benue,CarSafe,0
ID_TSX921G,2010-08-30,2011-08-29,Male,22,2010-08-30,1,,,,,,Car Classic,0
ID_TSY729X,2010-06-24,2011-06-23,Female,32,2010-06-24,1,Saloon,Blue,TOYOTA,GBAGADA,Benue,Car Classic,1
ID_TSYKR43,2010-10-31,2011-10-30,Male,43,2010-10-31,2,Saloon,Silver,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_TT48QM8,2010-07-26,2011-07-25,Male,51,2010-07-26,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_TT7LNYI,2010-02-26,2011-02-25,Female,62,2010-02-26,2,JEEP,Black,Kia,Biase,Benue,Car Classic,0
ID_TT8E5VI,2010-03-13,2011-03-12,Male,55,2010-03-13,1,JEEP,,Ford,Idemili North,Idemili-North,Car Classic,0
ID_TT9T7ZY,2010-04-11,2011-04-10,Male,38,2010-04-11,1,JEEP,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_TTLEPUP,2010-10-22,2011-01-20,Female,38,2010-10-22,1,Saloon,Green,TOYOTA,,,Car Classic,1
ID_TTLGH5K,2010-07-31,2011-07-30,Male,1,2010-07-31,1,Saloon,White,TOYOTA,,,Car Classic,0
ID_TTNI99E,2010-05-14,2011-05-13,Male,45,2010-05-14,1,Saloon,As Attached,Nissan,,,CarSafe,0
ID_TTTC4VL,2010-07-12,2011-07-11,Male,38,2010-07-12,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_TTXZ7TR,2010-06-27,2011-06-26,Female,56,2010-06-27,1,Saloon,,Lexus,,,CarSafe,0
ID_TU99EP7,2010-07-16,2011-06-22,Male,120,2010-07-16,1,,Blue & Red,Iveco,Victoria Island,Lagos,CVTP,0
ID_TU9A4ML,2010-07-10,2011-07-09,Male,41,2010-07-10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TUFEL4G,2010-08-22,2011-08-21,Female,20,2010-08-22,1,Saloon,,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_TUJAKZ4,2010-02-11,2011-02-10,Male,50,2010-02-11,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TULIBNQ,2010-04-09,2011-04-08,Female,32,2010-04-09,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TUQDMZ4,2010-05-25,2011-05-24,Female,61,2010-05-25,1,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_TURC8K4,2010-12-02,2011-11-30,Female,35,2010-12-02,1,,,,,,Car Plus,0
ID_TUTTF8G,2010-05-21,2011-05-20,Male,55,2010-05-21,3,,Red,Infiniti,Victoria Island,Lagos,Customized Motor,0
ID_TV2ZCAM,2010-03-18,2011-03-17,Female,47,2010-03-18,1,,As Attached,TOYOTA,Warri,Delta,Car Classic,0
ID_TV5WQ62,2010-01-23,2011-01-22,Male,39,2010-01-23,2,Saloon,,Mercedes,Ikeja,Lagos,CarSafe,0
ID_TV6NROY,2010-12-10,2011-12-08,Female,36,2010-12-10,1,,,,,,Car Classic,0
ID_TV79U2J,2010-03-06,2011-03-05,Male,40,2010-03-06,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TVAXHYA,2010-12-20,2011-12-19,Male,36,2010-12-20,1,,,,,,CarSafe,0
ID_TVFZF90,2010-07-12,2011-07-11,Male,50,2010-07-12,1,Saloon,,Honda,,,CarSafe,0
ID_TVHO5LE,2010-12-05,2011-12-04,Female,38,2010-12-05,1,JEEP,,TOYOTA,Benin,Edo,Car Classic,0
ID_TVIU2DJ,2010-07-16,2011-07-15,Male,28,2010-07-16,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_TVW15KA,2010-03-08,2011-03-07,Male,1,2010-03-08,2,Saloon,,Honda,,,CarSafe,0
ID_TWCDQ8S,2010-01-14,2011-01-13,NOT STATED,3,2010-01-14,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_TWEPQ7R,2010-04-24,2011-04-23,Male,43,2010-04-24,2,Saloon,,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0
ID_TWFP357,2010-02-19,2011-02-18,Male,32,2010-02-19,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_TWHNJ8M,2010-04-11,2011-04-10,,72,2010-04-11,1,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0
ID_TWI1FZO,2010-01-11,2011-01-11,Female,34,2010-01-11,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0
ID_TWJEA2O,2010-11-28,2011-11-27,Joint Gender,48,2010-11-28,1,,As Attached,Hyundai,Ikorodu,Lagos,Car Plus,0
ID_TWKBMJS,2010-05-06,2011-04-30,Male,51,2010-05-06,1,JEEP,Silver,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_TWPU20G,2010-07-13,2011-01-10,Male,33,2010-07-13,1,Saloon,,Kia,,,Car Classic,1
ID_TWXPFGM,2010-05-16,2011-05-15,Male,55,2010-05-16,1,Saloon,Blue,Mercedes,,,Car Classic,0
ID_TWY69KU,2010-06-19,2011-06-18,Male,33,2010-06-19,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_TWZXZPN,2010-06-01,2011-05-31,,120,2010-06-01,1,Bus,White,Volkswagen,Victoria Island,Lagos,CVTP,0
ID_TXAOJZW,2010-04-18,2011-04-17,Female,73,2010-04-18,2,Saloon,Black,TOYOTA,Onitsha North,Onitsha-North,Car Classic,0
ID_TXBCQTH,2010-08-25,2011-08-24,Female,40,2010-08-25,1,Saloon,,Hyundai,,,CarSafe,0
ID_TXHXWYO,2010-06-14,2011-06-13,Male,45,2010-06-14,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_TXMBW7H,2010-10-30,2011-10-29,Male,47,2010-10-30,2,Saloon,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_TXN8E2Z,2010-01-23,2011-01-22,Male,20,2010-01-23,2,JEEP,,TOYOTA,Lagos Island,Lagos,Customized Motor,0
ID_TXUYUJ4,2010-08-16,2011-08-15,Male,30,2010-08-16,1,,,,,,CarSafe,0
ID_TXYZ5HY,2010-02-28,2011-02-27,Male,40,2010-02-28,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TY0OZGP,2010-11-04,2011-11-03,Male,40,2010-11-04,1,Saloon,,Isuzu,,,CarSafe,0
ID_TY24QKO,2010-05-14,2011-05-13,Male,36,2010-05-14,2,JEEP,Black,TOYOTA,,,Car Classic,0
ID_TY2F9X6,2010-10-14,2011-10-13,Male,44,2010-10-14,1,,,,,,Car Classic,0
ID_TY61L7H,2010-12-06,2011-12-05,Female,36,2010-12-06,1,,,,,,Car Classic,0
ID_TYBYK4D,2010-02-01,2011-01-31,Male,37,2010-02-01,1,,Black,Mercedes,Victoria Island,Lagos,Car Classic,1
ID_TYD0OS8,2010-04-02,2011-04-01,Female,1,2010-04-02,1,Saloon,,Nissan,,,CarSafe,0
ID_TYFM7WF,2010-01-17,2011-01-16,Male,37,2010-01-17,1,Saloon,Gold,Honda,Shomolu,Benue,Car Classic,0
ID_TYGBP3Y,2010-12-05,2011-12-04,Male,1,2010-12-05,1,,,,,,CarSafe,0
ID_TYQCHGY,2010-11-23,2011-11-22,Female,67,2010-11-23,2,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0
ID_TYZ0O6H,2010-04-11,2011-04-10,Female,42,2010-04-11,2,JEEP,,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_TZ2BLTH,2010-06-27,2011-06-26,Female,40,2010-06-27,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TZ40O9B,2010-04-23,2011-04-22,Male,35,2010-04-23,1,Saloon,Green,TOYOTA,,,Car Classic,1
ID_TZ54RSK,2010-01-31,2011-01-30,Female,27,2010-01-31,1,Saloon,,Honda,,,Car Classic,1
ID_TZA8ZT3,2010-10-08,2011-10-07,Female,46,2010-10-08,1,,,,,,Car Classic,0
ID_TZCM1GI,2010-09-06,2011-09-05,Entity,20,2010-09-06,1,,,Nissan,Lagos,Lagos,CVTP,0
ID_TZU62AT,2010-09-09,2011-09-08,Female,31,2010-09-09,2,,,,Surulere,Lagos,Car Plus,0
ID_TZVHJSQ,2010-07-23,2011-07-22,Female,51,2010-07-23,1,Saloon,,Hyundai,,,CarSafe,0
ID_TZWD423,2010-12-15,2011-12-14,Male,39,2010-12-15,1,Saloon,,Mercedes,,,CarSafe,0
ID_TZXB8JR,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_TZXGX0D,2010-05-27,2011-05-26,Female,12,2010-05-27,3,Pick Up,White,TOYOTA,Lekki,Lagos,CVTP,0
ID_TZZX9T4,2010-01-31,2011-01-30,Female,33,2010-01-31,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_U01S6M8,2010-10-29,2011-10-28,Female,34,2010-10-29,1,JEEP,Silver,TOYOTA,,,Car Classic,0
ID_U04117M,2010-06-18,2011-06-17,Male,45,2010-06-18,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_U05UVHI,2010-03-15,2011-03-13,Female,32,2010-03-15,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_U0DY5MZ,2010-05-26,2011-05-25,Male,55,2010-05-26,3,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_U0QKLWC,2010-03-19,2011-01-01,Male,33,2010-03-19,2,,,TOYOTA,Surulere,Lagos,Car Classic,0
ID_U0SK8C7,2010-09-18,2011-09-17,Female,42,2010-09-18,1,,,,,,CarSafe,0
ID_U0VDW43,2010-08-16,2011-08-15,Female,41,2010-08-16,1,Saloon,Gold,Lexus,,,Car Classic,0
ID_U0W8S78,2010-06-19,2011-06-18,Female,43,2010-06-19,1,Saloon,,Kia,,,CarSafe,0
ID_U111IZB,2010-03-15,2011-03-14,Male,78,2010-03-15,1,JEEP,Silver,Land Rover,Ikeja,Lagos,Car Classic,0
ID_U135PVY,2010-03-12,2011-03-11,Male,42,2010-03-12,1,Saloon,,Volkswagen,,,CarSafe,0
ID_U16Z058,2010-03-06,2011-03-05,Male,48,2010-03-06,1,JEEP,,TOYOTA,Apapa,Lagos,Car Classic,0
ID_U17FXHB,2010-10-28,2011-10-27,Male,35,2010-10-28,1,,,,,,CarSafe,0
ID_U1C44ZS,2010-03-29,2011-03-28,Male,37,2010-03-29,1,Saloon,,Lexus,,,CarSafe,0
ID_U1FYXBE,2010-08-08,2011-08-07,Female,44,2010-08-08,1,,,,,,Car Classic,0
ID_U21I22P,2010-04-24,2011-04-22,Entity,5,2010-04-24,2,Saloon,Black,TOYOTA,,,Car Classic,0
ID_U22PXW9,2010-10-22,2011-10-21,Female,33,2010-10-22,1,,,,,,Car Classic,0
ID_U24POC6,2010-06-17,2011-06-16,Male,39,2010-06-17,1,Truck,Yellow & White,Iveco,Victoria Island,Lagos,CVTP,0
ID_U2BH6VI,2010-04-23,2011-04-21,Female,38,2010-04-23,1,JEEP,,Hyundai,,,CarSafe,0
ID_U2EJTX1,2010-03-23,2011-03-22,Male,50,2010-03-23,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U2L38T0,2010-11-05,2011-11-04,Male,44,2010-11-05,1,,,,,,CarSafe,0
ID_U2LRFDA,2010-01-02,2011-01-01,Female,42,2010-01-02,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_U2LSYV7,2010-08-11,2011-08-10,Joint Gender,49,2010-08-11,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U2O2G9M,2010-10-31,2011-10-30,Female,39,2010-10-31,1,,Black,Honda,Victoria Island,Lagos,Car Classic,1
ID_U2RZEHY,2010-07-10,2011-07-09,Male,42,2010-07-10,1,Saloon,,Mercedes,Ibadan South West,Ibadan-West,Car Classic,0
ID_U30PXF2,2010-07-20,2011-07-19,NOT STATED,8,2010-07-20,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_U34VID7,2010-04-08,2011-04-07,Male,1,2010-04-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U3APOWW,2010-12-20,2011-05-12,Male,42,2010-12-20,1,JEEP,Blue,ACURA,Ikorodu,Lagos,Car Classic,1
ID_U3B3N2F,2010-12-13,2011-12-12,Female,50,2010-12-13,1,,,,,,CarSafe,0
ID_U3BQJRX,2010-06-19,2011-06-18,Female,60,2010-06-19,1,Saloon,,Nissan,,,Car Classic,1
ID_U3D9BHY,2010-03-08,2011-03-07,Male,38,2010-03-08,1,Saloon,,Hyundai,Lagos,Lagos,CarSafe,0
ID_U3IPMM6,2010-01-23,2011-01-22,Male,60,2010-01-23,2,JEEP,Black,Kia,Warri,Delta,Car Classic,0
ID_U3VRKNA,2010-08-16,2011-08-15,Male,83,2010-08-16,1,,,,Ikeja,Lagos,Car Classic,0
ID_U46A9RT,2010-11-01,2011-10-31,Male,37,2010-11-01,1,Saloon,Black,Honda,Alagbado,Lagos,Car Plus,1
ID_U48VEHR,2010-03-01,2011-02-28,Male,34,2010-03-01,3,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_U4FNLKF,2010-12-04,2011-02-06,Male,38,2010-12-04,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_U4JGYJ7,2010-03-06,2011-03-05,Male,44,2010-03-06,1,JEEP,,Lexus,Alimosho,Lagos,CarSafe,0
ID_U4U7VJ9,2010-09-03,2011-03-03,Male,30,2010-09-03,1,,,,,,Car Classic,0
ID_U4WRF36,2010-03-01,2011-03-01,Male,27,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U52RXBH,2010-07-26,2011-07-25,Male,1,2010-07-26,1,Saloon,,Nissan,,,CarSafe,0
ID_U53V7D7,2010-12-20,2011-12-05,Male,39,2010-12-20,1,Saloon,Silver,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_U55XULL,2010-03-01,2011-03-01,Male,42,2010-03-01,1,Saloon,,Nissan,,,CarSafe,0
ID_U5K3JXD,2010-11-28,2011-05-28,Male,36,2010-11-28,1,Saloon,,TOYOTA,,,CarFlex,0
ID_U5Q4KFB,2010-08-14,2011-08-13,Female,30,2010-08-14,1,,,,,,Car Classic,0
ID_U5QBZXW,2010-04-10,2011-04-09,Male,60,2010-04-10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U5V2MCC,2010-07-29,2011-02-05,Male,35,2010-07-29,1,Saloon,Ash,TOYOTA,,,Car Classic,0
ID_U5YEWGQ,2010-05-07,2011-05-06,Male,40,2010-05-07,2,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_U662RI4,2010-09-17,2011-09-16,Male,45,2010-09-17,1,,,,,,CarSafe,0
ID_U6CBV52,2010-12-05,2011-12-04,Male,34,2010-12-05,1,,,,,,CarSafe,0
ID_U6CDZ46,2010-06-07,2011-06-06,Female,47,2010-06-07,1,,,Nissan,Surulere,Lagos,Car Classic,0
ID_U6CHV70,2010-03-03,2011-03-01,Male,56,2010-03-03,1,Saloon,,Kia,Oredo,Benue,Car Classic,0
ID_U6JOR1B,2010-07-29,2011-07-28,Male,36,2010-07-29,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U6MAPUN,2010-04-02,2011-04-01,,42,2010-04-02,1,,Blue,Kia,Victoria Island,Lagos,Car Classic,0
ID_U6Q7FWR,2010-12-27,2011-12-26,Male,30,2010-12-27,1,,,,,,CarSafe,0
ID_U6QU0FX,2010-04-12,2011-04-11,NOT STATED,40,2010-04-12,1,Saloon,,Nissan,,,CarSafe,0
ID_U6SNW0W,2010-11-23,2011-05-31,Male,37,2010-11-23,2,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_U6WPP6D,2010-03-19,2011-03-18,Male,50,2010-03-19,1,Saloon,,Chevrolet,Port Harcourt,Rivers,CarSafe,0
ID_U6XV44S,2010-11-15,2011-10-15,Joint Gender,51,2010-11-15,1,,,,Victoria Island,Lagos,Car Classic,0
ID_U7022NL,2010-01-18,2011-01-17,Male,47,2010-01-18,3,JEEP,,Land Rover,Ikeja,Lagos,Car Classic,0
ID_U71Q4BT,2010-10-17,2011-10-16,Male,44,2010-10-17,2,,,,Anambra East,Anambra-East,CarSafe,0
ID_U72OJU4,2010-07-13,2011-07-12,Male,47,2010-07-13,3,Saloon,,TOYOTA,Lagos Island,Lagos,CarSafe,0
ID_U739YS5,2010-01-22,2011-01-21,Male,320,2010-01-22,2,,As Attached,Honda,Lagos Mainland,Lagos,Car Classic,0
ID_U73S3RA,2010-03-18,2011-02-06,Male,38,2010-03-18,1,Saloon,,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_U75EHYG,2010-05-13,2011-05-12,Entity,3,2010-05-13,2,Saloon,,Lexus,Asaba,Delta,Car Classic,0
ID_U7FD5MZ,2010-09-24,2011-09-23,Female,39,2010-09-24,1,,,,,,Car Classic,0
ID_U7GD7ZZ,2010-12-01,2011-11-30,Male,40,2010-12-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U7PRPN9,2010-01-11,2011-01-10,Male,44,2010-01-11,2,Saloon,,Hyundai,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_U7QG6VC,2010-10-30,2011-10-29,Male,60,2010-10-30,1,,,,,,CarSafe,0
ID_U7W3D68,2010-03-01,2011-08-29,Female,43,2010-03-01,1,Saloon,White,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_U7XW37Y,2010-03-18,2011-03-17,Male,51,2010-03-18,2,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_U7ZE564,2010-08-08,2011-04-29,Entity,20,2010-08-08,2,Truck,As Attached,DAF,Lagos,Lagos,CVTP,1
ID_U827WI5,2010-02-22,2011-02-21,Male,34,2010-02-22,1,Sedan,Black,Lexus,,,Car Classic,0
ID_U83QIP0,2010-05-22,2011-05-21,Female,48,2010-05-22,1,JEEP,Gold,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
ID_U8E53Y3,2010-01-07,2011-01-06,Male,46,2010-01-07,1,,Black,Honda,,,Car Classic,1
ID_U8FGB6N,2010-11-06,2011-11-05,Male,51,2010-11-06,1,,,,,,CarSafe,0
ID_U8H78PH,2010-01-09,2011-01-08,Male,50,2010-01-09,1,Saloon,,Hyundai,,,CarSafe,0
ID_U8H8WX9,2010-11-27,2011-11-26,Male,51,2010-11-27,1,,,,,,CarSafe,0
ID_U8HTHPM,2010-07-19,2011-07-18,Male,36,2010-07-19,1,Saloon,Black,Honda,,,Car Classic,0
ID_U8HXSM2,2010-05-17,2011-05-16,Male,40,2010-05-17,2,JEEP,Beige Mitalic,Volkswagen,Lagos Island,Lagos,Car Classic,0
ID_U8LFE5E,2010-07-17,2011-05-04,Female,28,2010-07-17,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_U8M72KB,2010-06-06,2011-06-05,Male,31,2010-06-06,1,Saloon,Green,Ford,Kosofe,Benue,Car Classic,0
ID_U8TL632,2010-04-08,2011-04-05,Male,68,2010-04-08,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_U8UG3ZI,2010-04-15,2011-04-14,Female,46,2010-04-15,1,Saloon,,Nissan,,,CarSafe,0
ID_U8UUWM9,2010-04-16,2011-04-15,Female,32,2010-04-16,1,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,0
ID_U8WMFGL,2010-05-30,2011-05-29,Male,44,2010-05-30,1,,Black,Kia,Victoria Island,Lagos,Car Classic,0
ID_U8WQ2RN,2010-10-23,2011-10-22,Female,120,2010-10-23,1,,,,Victoria Island,Lagos,CVTP,0
ID_U8X8EYX,2010-12-19,2011-12-18,Male,47,2010-12-19,1,,,,,,Car Classic,0
ID_U913FSB,2010-07-12,2011-07-11,NOT STATED,42,2010-07-12,1,JEEP,Silver,Lexus,,,Car Classic,0
ID_U93LL7K,2010-07-05,2011-07-04,Male,31,2010-07-05,1,Saloon,Grey,Honda,,,Car Classic,0
ID_U95MMWE,2010-01-08,2011-01-07,Male,34,2010-01-08,1,Saloon,Black,TOYOTA,,,Car Plus,0
ID_U95VY0S,2010-04-04,2011-04-03,Male,35,2010-04-04,1,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0
ID_U960HN1,2010-07-01,2011-06-30,Female,60,2010-07-01,1,JEEP,,Hyundai,Ife Central,Ife-Central,Car Classic,0
ID_U9DAQ4F,2010-04-23,2011-04-22,Male,43,2010-04-23,1,,Black,Lexus,Victoria Island,Lagos,Car Classic,0
ID_U9DVBFC,2010-07-02,2011-06-30,Male,34,2010-07-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U9FAHZT,2010-02-20,2011-02-19,Female,38,2010-02-20,1,Saloon,,Ford,,,CarSafe,0
ID_U9HVAU8,2010-02-14,2011-02-13,Male,81,2010-02-14,1,Saloon,,Peugeot,,,CarSafe,0
ID_U9QTMJM,2010-08-26,2011-08-25,Male,39,2010-08-26,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_U9SNAHL,2010-04-18,2011-04-17,Female,78,2010-04-18,1,JEEP,Blue,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_U9SSOWG,2010-09-20,2011-09-19,Female,46,2010-09-20,1,JEEP,Silver,TOYOTA,,,Car Classic,0
